Date,ID,replicate,Precursor.Ion.Name,MassFeature_Column,QC_area,ID_rep,PresAbs,LogArea,CultureID_short,Org_Name,Org_Type,Org_Type_Specific,BioVol_perFilter_uL,Species,biovolArea,LogBioArea,Column,z,Vol_recon_uL,RP_stdVolpersmpVol,Cells filtered,Identification,RFmax,RFmin,RF,RFFlag,RFratio,intracell_conc_umolL,Emperical.Formula,C,N,intracell_conc_umolCL,intracell_conc_umolNL,totalCmeasured_uM,totalNmeasured_uM,molFractionC,molFractionN,nmolC_filtered_final,molFractionC_pertotalC,umolCmetab_onfilter
170821,1314P,A,I124.0064R10.88_HILICNeg,I124.0064R10.88_HILICNeg_X_HILICNeg,NA,1314P_A,0,0,1314P,Prochlorococcus marinus MIT1314,Cyanobacteria,Prochlorococcus,0.3185,Prochlorococcus marinus,NA,0,HILIC,-1,400,3,1769468850,Taurine,20307482,9860409,15083945.5,NA,0.9593120302347368,NA,C2H7NO3S,2,1,NA,NA,1584896.7705309382,321534.4604395049,NA,NA,5898.2295,NA,NA
170821,1314P,B,I124.0064R10.88_HILICNeg,I124.0064R10.88_HILICNeg_X_HILICNeg,NA,1314P_B,0,0,1314P,Prochlorococcus marinus MIT1314,Cyanobacteria,Prochlorococcus,0.34858,Prochlorococcus marinus,NA,0,HILIC,-1,400,3,1936571770,Taurine,20307482,9860409,15083945.5,NA,0.9593120302347368,NA,C2H7NO3S,2,1,NA,NA,1366623.2768574678,275877.4231748075,NA,NA,6455.239233,NA,NA
170821,1314P,C,I124.0064R10.88_HILICNeg,I124.0064R10.88_HILICNeg_X_HILICNeg,NA,1314P_C,0,0,1314P,Prochlorococcus marinus MIT1314,Cyanobacteria,Prochlorococcus,0.31701,Prochlorococcus marinus,NA,0,HILIC,-1,400,3,1761162141,Taurine,20307482,9860409,15083945.5,NA,0.9593120302347368,NA,C2H7NO3S,2,1,NA,NA,1591603.5695597192,306315.70779273927,NA,NA,5870.54047,NA,NA
170821,As9601,A,I124.0064R10.88_HILICNeg,I124.0064R10.88_HILICNeg_X_HILICNeg,NA,As9601_A,0,0,As9601,Prochlorococcus marinus AS9601,Cyanobacteria,Prochlorococcus,0.452556309,Prochlorococcus marinus,NA,0,HILIC,-1,400,3,2514201714,Taurine,20307482,9860409,15083945.5,NA,0.9593120302347368,NA,C2H7NO3S,2,1,NA,NA,1672250.5525223322,301955.6430585264,NA,NA,10475.84048,NA,NA
170821,As9601,B,I124.0064R10.88_HILICNeg,I124.0064R10.88_HILICNeg_X_HILICNeg,NA,As9601_B,0,0,As9601,Prochlorococcus marinus AS9601,Cyanobacteria,Prochlorococcus,0.487486222,Prochlorococcus marinus,NA,0,HILIC,-1,400,3,2708256789,Taurine,20307482,9860409,15083945.5,NA,0.9593120302347368,NA,C2H7NO3S,2,1,NA,NA,1579720.1663342013,281764.06941449427,NA,NA,11284.40329,NA,NA
170821,As9601,C,I124.0064R10.88_HILICNeg,I124.0064R10.88_HILICNeg_X_HILICNeg,NA,As9601_C,0,0,As9601,Prochlorococcus marinus AS9601,Cyanobacteria,Prochlorococcus,0.467084563,Prochlorococcus marinus,NA,0,HILIC,-1,400,3,2594914240,Taurine,20307482,9860409,15083945.5,NA,0.9593120302347368,NA,C2H7NO3S,2,1,NA,NA,1609216.946223416,285920.41127936554,NA,NA,10812.14267,NA,NA
170821,Nat,A,I124.0064R10.88_HILICNeg,I124.0064R10.88_HILICNeg_X_HILICNeg,NA,Nat_A,0,0,Nat,Prochlorococcus marinus NATL2A,Cyanobacteria,Prochlorococcus,0.062888292,Prochlorococcus marinus,NA,0,HILIC,-1,400,3,251553166,Taurine,20307482,9860409,15083945.5,NA,0.9593120302347368,NA,C2H7NO3S,2,1,NA,NA,11340305.91640763,2317385.353452921,NA,NA,1886.648745,NA,NA
170821,Nat,B,I124.0064R10.88_HILICNeg,I124.0064R10.88_HILICNeg_X_HILICNeg,NA,Nat_B,0,0,Nat,Prochlorococcus marinus NATL2A,Cyanobacteria,Prochlorococcus,0.054405,Prochlorococcus marinus,NA,0,HILIC,-1,400,3,217620000,Taurine,20307482,9860409,15083945.5,NA,0.9593120302347368,NA,C2H7NO3S,2,1,NA,NA,13636562.460990861,2777391.73710655,NA,NA,1632.15,NA,NA
170821,Nat,C,I124.0064R10.88_HILICNeg,I124.0064R10.88_HILICNeg_X_HILICNeg,NA,Nat_C,0,0,Nat,Prochlorococcus marinus NATL2A,Cyanobacteria,Prochlorococcus,0.054925488,Prochlorococcus marinus,NA,0,HILIC,-1,400,3,219701954,Taurine,20307482,9860409,15083945.5,NA,0.9593120302347368,NA,C2H7NO3S,2,1,NA,NA,13370392.065889215,2631801.0095334738,NA,NA,1647.764655,NA,NA
161114,7803,B,I346.0564R12.06_HILICNeg,I346.0564R12.06_HILICNeg_X_HILICNeg,375414592,7803_B,1,8.574511149217447,7803,Synechococcus sp. 7803,Cyanobacteria,Synechococcus,2.20472,Synechococcus sp.,170277673.3553467,8.231157707421016,HILIC,-1,400,1.5,707997613.8,AMP,30991128,10110965,17083681,NA,1.3176149846728251,3025.85226552349,C10H14N5O7P,10,5,30258.5226552349,15129.26132761745,4903734.14154365,551200.254397364,0.006170506349210399,0.02744784895674352,33039.88864,0.0020191221222121375,0.0667115700684495
161114,7803,F,I346.0564R12.06_HILICNeg,I346.0564R12.06_HILICNeg_X_HILICNeg,502233056,7803_F,1,8.700905293733216,7803,Synechococcus sp. 7803,Cyanobacteria,Synechococcus,2.18928,Synechococcus sp.,229405583.5708543,8.360603984116691,HILIC,-1,400,1.5,754840255.6,AMP,30991128,10110965,17083681,NA,1.3176149846728251,4076.5614839181835,C10H14N5O7P,10,5,40765.614839181835,20382.807419590918,6229902.563464085,751416.7727828796,0.006543539714129086,0.027125835033070905,35225.87859,0.0025335732940514866,0.08924734525512402
161114,8102,A,I346.0564R12.06_HILICNeg,I346.0564R12.06_HILICNeg_X_HILICNeg,90953504,8102_A,1,7.9588194349943455,8102,Synechococcus sp. 8102,Cyanobacteria,Synechococcus,0.708,Synechococcus sp.,128465401.1299435,8.108786177304577,HILIC,-1,400,1.5,2204716157,AMP,30991128,10110965,17083681,NA,1.3176149846728251,2282.843765660472,C10H14N5O7P,10,5,22828.43765660472,11414.21882830236,10644029.261758829,1647423.4452373595,0.0021447176717769123,0.006928527611586716,47768.85007,3.383488159583437e-4,0.01616253386087614
161114,8102,F,I346.0564R12.06_HILICNeg,I346.0564R12.06_HILICNeg_X_HILICNeg,96458512,8102_F,1,7.984340558071313,8102,Synechococcus sp. 8102,Cyanobacteria,Synechococcus,0.75484,Synechococcus sp.,127786699.1680356,8.106485652112347,HILIC,-1,400,1.5,2189278433,AMP,30991128,10110965,17083681,NA,1.3176149846728251,2270.7831600121403,C10H14N5O7P,10,5,22707.831600121404,11353.915800060702,9102133.21989166,1287035.4043327442,0.0024947812838528954,0.008821758719176084,47434.36605,3.6135783045920236e-4,0.01714077960503564
161114,8501,B,I346.0564R12.06_HILICNeg,I346.0564R12.06_HILICNeg_X_HILICNeg,36235936,8501_B,1,7.559139483934549,8501,Crocosphaera watsonii WH8501,Cyanobacteria,Crocosphaera,3.711258,Crocosphaera watsonii,9763787.912346704,6.9896183371628196,HILIC,-1,400,1.5,92781450,AMP,30991128,10110965,17083681,NA,1.3176149846728251,173.503543902736,C10H14N5O7P,10,5,1735.03543902736,867.51771951368,712866.4531212196,164063.0812378006,0.0024338856617963553,0.005287708319071857,15773,4.0823965975868905e-4,0.006439164153373802
161114,8501,C,I346.0564R12.06_HILICNeg,I346.0564R12.06_HILICNeg_X_HILICNeg,22710598,8501_C,1,7.3562285699168255,8501,Crocosphaera watsonii WH8501,Cyanobacteria,Crocosphaera,5.351031818,Crocosphaera watsonii,4244153.047942127,6.627791036557831,HILIC,-1,400,1.5,133775795.5,AMP,30991128,10110965,17083681,NA,1.3176149846728251,75.41904855925651,C10H14N5O7P,10,5,754.1904855925651,377.09524279628255,613246.5412452533,133369.3709417625,0.0012298324325826808,0.0028274501119222206,22742,1.7745568926385923e-4,0.004035697285238686
161114,8501,D,I346.0564R12.06_HILICNeg,I346.0564R12.06_HILICNeg_X_HILICNeg,18223718,8501_D,1,7.260636986366749,8501,Crocosphaera watsonii WH8501,Cyanobacteria,Crocosphaera,3.515528571,Crocosphaera watsonii,5183777.526466304,6.714646354532804,HILIC,-1,400,1.5,87888214.29,AMP,30991128,10110965,17083681,NA,1.3176149846728251,92.11627492521937,C10H14N5O7P,10,5,921.1627492521937,460.5813746260969,604378.7345706346,147516.02142890566,0.0015241481815315861,0.003122246452722228,14941,2.1674412445867053e-4,0.003238373963536996
161114,MED4,D,I346.0564R12.06_HILICNeg,I346.0564R12.06_HILICNeg_X_HILICNeg,29999912,MED4_D,1,7.477119980787314,MED4,Prochlorococcus marinus MED4,Cyanobacteria,Prochlorococcus,0.390883343,Prochlorococcus marinus,76749016.13804506,7.885072816871612,HILIC,-1,400,1.5,2171574129,AMP,30991128,10110965,17083681,NA,1.3176149846728251,1363.8381343945612,C10H14N5O7P,10,5,13638.381343945612,6819.190671972806,8042080.774114449,1653992.031992632,0.0016958771898740843,0.004122867909924238,5428.935323,9.819634561209697e-4,0.005331016092830293
161114,MED4,E,I346.0564R12.06_HILICNeg,I346.0564R12.06_HILICNeg_X_HILICNeg,39346840,MED4_E,1,7.594909859295596,MED4,Prochlorococcus marinus MED4,Cyanobacteria,Prochlorococcus,0.346499459,Prochlorococcus marinus,113555271.09206828,8.055207298424243,HILIC,-1,400,1.5,1924996997,AMP,30991128,10110965,17083681,NA,1.3176149846728251,2017.8891778666634,C10H14N5O7P,10,5,20178.891778666635,10089.445889333318,10389935.887522778,2189066.4808949623,0.0019421574875066714,0.004609017577761467,4812.492493,0.0014528802059842584,0.006991975084527537
161114,MED4,F,I346.0564R12.06_HILICNeg,I346.0564R12.06_HILICNeg_X_HILICNeg,48127268,MED4_F,1,7.682391209148785,MED4,Prochlorococcus marinus MED4,Cyanobacteria,Prochlorococcus,0.395070736,Prochlorococcus marinus,121819369.58246385,8.085716347689079,HILIC,-1,400,1.5,2194837423,AMP,30991128,10110965,17083681,NA,1.3176149846728251,2164.7430821215603,C10H14N5O7P,10,5,21647.430821215603,10823.715410607801,10197497.638423346,2147336.363253138,0.002122817929336883,0.005040530955388031,5487.093558,0.0015586150184331762,0.008552266427046732
170821,1314P,A,I346.0564R12.06_HILICNeg,I346.0564R12.06_HILICNeg_X_HILICNeg,4025648,1314P_A,1,6.604835797790357,1314P,Prochlorococcus marinus MIT1314,Cyanobacteria,Prochlorococcus,0.3185,Prochlorococcus marinus,12639397.174254317,7.101726361118988,HILIC,-1,400,3,1769468850,AMP,6078156.5,4184988,5131572.25,NA,1.3176149846728251,747.7344312904671,C10H14N5O7P,10,5,7477.344312904671,3738.6721564523355,1584896.7705309382,321534.4604395049,0.00471787466031606,0.011627593979637365,5898.2295,4.0377102377249605e-4,0.0023815341636601378
170821,1314P,B,I346.0564R12.06_HILICNeg,I346.0564R12.06_HILICNeg_X_HILICNeg,3423154,1314P_B,1,6.534426437509413,1314P,Prochlorococcus marinus MIT1314,Cyanobacteria,Prochlorococcus,0.34858,Prochlorococcus marinus,9820282.288140455,6.9921239719437365,HILIC,-1,400,3,1936571770,AMP,6078156.5,4184988,5131572.25,NA,1.3176149846728251,580.9583392783733,C10H14N5O7P,10,5,5809.583392783733,2904.7916963918665,1366623.2768574678,275877.4231748075,0.0042510496426950905,0.010529283849919349,6455.239233,3.137148765461646e-4,0.0020251045790565534
170821,1314P,C,I346.0564R12.06_HILICNeg,I346.0564R12.06_HILICNeg_X_HILICNeg,3192700,1314P_C,1,6.504158112255195,1314P,Prochlorococcus marinus MIT1314,Cyanobacteria,Prochlorococcus,0.31701,Prochlorococcus marinus,10071291.126462888,7.0030851501121445,HILIC,-1,400,3,1761162141,AMP,6078156.5,4184988,5131572.25,NA,1.3176149846728251,595.8077777748715,C10H14N5O7P,10,5,5958.077777748715,2979.0388888743573,1591603.5695597192,306315.70779273927,0.0037434433370848,0.009725387282098012,5870.54047,3.217370267654624e-4,0.0018887702363241201
170821,As9601,A,I346.0564R12.06_HILICNeg,I346.0564R12.06_HILICNeg_X_HILICNeg,3681502,As9601_A,1,6.566025040746098,As9601,Prochlorococcus marinus AS9601,Cyanobacteria,Prochlorococcus,0.452556309,Prochlorococcus marinus,8134903.716478738,6.910352417057826,HILIC,-1,400,3,2514201714,AMP,6078156.5,4184988,5131572.25,NA,1.3176149846728251,481.2529838396189,C10H14N5O7P,10,5,4812.529838396189,2406.2649191980945,1672250.5525223322,301955.6430585264,0.002877876064168273,0.00796893508869348,10475.84048,2.0790128913999512e-4,0.0021779407406169455
170821,As9601,B,I346.0564R12.06_HILICNeg,I346.0564R12.06_HILICNeg_X_HILICNeg,4763850,As9601_B,1,6.677958078335955,As9601,Prochlorococcus marinus AS9601,Cyanobacteria,Prochlorococcus,0.487486222,Prochlorococcus marinus,9772276.189582236,6.989995732750488,HILIC,-1,400,3,2708256789,AMP,6078156.5,4184988,5131572.25,NA,1.3176149846728251,578.1183452257279,C10H14N5O7P,10,5,5781.183452257279,2890.5917261286395,1579720.1663342013,281764.06941449427,0.003659625024394496,0.010258908214007873,11284.40329,2.49747125071938e-4,0.0028182472798298185
170821,As9601,C,I346.0564R12.06_HILICNeg,I346.0564R12.06_HILICNeg_X_HILICNeg,4067503,As9601_C,1,6.609327881924315,As9601,Prochlorococcus marinus AS9601,Cyanobacteria,Prochlorococcus,0.467084563,Prochlorococcus marinus,8708279.661128514,6.939932367697337,HILIC,-1,400,3,2594914240,AMP,6078156.5,4184988,5131572.25,NA,1.3176149846728251,515.1733464943851,C10H14N5O7P,10,5,5151.733464943851,2575.8667324719254,1609216.946223416,285920.41127936554,0.0032013915072384583,0.009009034090801974,10812.14267,2.225548855216664e-4,0.0024062951741657744
170821,Nat,A,I346.0564R12.06_HILICNeg,I346.0564R12.06_HILICNeg_X_HILICNeg,4142169,Nat_A,1,6.617227814081855,Nat,Prochlorococcus marinus NATL2A,Cyanobacteria,Prochlorococcus,0.062888292,Prochlorococcus marinus,65865503.23230276,7.818658014313524,HILIC,-1,400,3,251553166,AMP,6078156.5,4184988,5131572.25,NA,1.3176149846728251,3896.5390455001598,C10H14N5O7P,10,5,38965.3904550016,19482.6952275008,11340305.91640763,2317385.353452921,0.0034360087586900847,0.008407188385164964,1886.648745,0.0012988463588266685,0.0024504668528281537
170821,Nat,B,I346.0564R12.06_HILICNeg,I346.0564R12.06_HILICNeg_X_HILICNeg,5292904,Nat_B,1,6.723694017050335,Nat,Prochlorococcus marinus NATL2A,Cyanobacteria,Prochlorococcus,0.054405,Prochlorococcus marinus,97287087.58386175,7.98805520241422,HILIC,-1,400,3,217620000,AMP,6078156.5,4184988,5131572.25,NA,1.3176149846728251,5755.409384128042,C10H14N5O7P,10,5,57554.09384128042,28777.04692064021,13636562.460990861,2777391.73710655,0.004220572010425743,0.010361176832267728,1632.15,0.0019184697947093473,0.0031312304754348612
170821,Nat,C,I346.0564R12.06_HILICNeg,I346.0564R12.06_HILICNeg_X_HILICNeg,5473798,Nat_C,1,6.738288766566244,Nat,Prochlorococcus marinus NATL2A,Cyanobacteria,Prochlorococcus,0.054925488,Prochlorococcus marinus,99658613.8661162,7.998514842352564,HILIC,-1,400,3,219701954,AMP,6078156.5,4184988,5131572.25,NA,1.3176149846728251,5895.70657010175,C10H14N5O7P,10,5,58957.0657010175,29478.53285050875,13370392.065889215,2631801.0095334738,0.004409524074572939,0.011200897310900517,1647.764655,0.0019652355054772357,0.003238245604676448
161114,7803,B,I606.0756R12.98_HILICNeg,I606.0756R12.98_HILICNeg_X_HILICNeg,10202672,7803_B,1,7.008713924986228,7803,Synechococcus sp. 7803,Cyanobacteria,Synechococcus,2.20472,Synechococcus sp.,4627649.769585254,6.665360483189799,HILIC,-1,400,1.5,707997613.8,UDP-glucosamine,12030789,8120378.5,9605927.833333334,NA,1.0062587689233913,191.50118995176206,C17H27N3O17P2,17,3,3255.520229179955,574.5035698552862,4903734.14154365,551200.254397364,6.638859561328395e-4,0.0010422774033067167,33039.88864,2.1723773460265606e-4,0.00717751055967763
161114,7803,F,I606.0756R12.98_HILICNeg,I606.0756R12.98_HILICNeg_X_HILICNeg,13076347,7803_F,1,7.116486436700751,7803,Synechococcus sp. 7803,Cyanobacteria,Synechococcus,2.18928,Synechococcus sp.,5972898.39581963,6.776185127084226,HILIC,-1,400,1.5,754840255.6,UDP-glucosamine,12030789,8120378.5,9605927.833333334,NA,1.0062587689233913,247.17020673821276,C17H27N3O17P2,17,3,4201.893514549617,741.5106202146383,6229902.563464085,751416.7727828796,6.744717869573212e-4,9.86816700229416e-4,35225.87859,2.611466853844393e-4,0.009199121433533186
161114,8102,A,I606.0756R12.98_HILICNeg,I606.0756R12.98_HILICNeg_X_HILICNeg,4546104,8102_A,1,6.657639366740796,8102,Synechococcus sp. 8102,Cyanobacteria,Synechococcus,0.708,Synechococcus sp.,6421050.847457628,6.807606109051027,HILIC,-1,400,1.5,2204716157,UDP-glucosamine,12030789,8120378.5,9605927.833333334,NA,1.0062587689233913,265.7156308825658,C17H27N3O17P2,17,3,4517.165725003619,797.1468926476973,10644029.261758829,1647423.4452373595,4.243849405067493e-4,4.8387492296059014e-4,47768.85007,6.695060334540227e-5,0.003198153333302562
161114,8102,F,I606.0756R12.98_HILICNeg,I606.0756R12.98_HILICNeg_X_HILICNeg,4942752,8102_F,1,6.6939688205086245,8102,Synechococcus sp. 8102,Cyanobacteria,Synechococcus,0.75484,Synechococcus sp.,6548079.063112713,6.816113914549659,HILIC,-1,400,1.5,2189278433,UDP-glucosamine,12030789,8120378.5,9605927.833333334,NA,1.0062587689233913,270.9723066611172,C17H27N3O17P2,17,3,4606.529213238992,812.9169199833516,9102133.21989166,1287035.4043327442,5.060933631658956e-4,6.316197031151629e-4,47434.36605,7.330534380191892e-5,0.0034771925113213204
161114,8501,B,I606.0756R12.98_HILICNeg,I606.0756R12.98_HILICNeg_X_HILICNeg,4092867,8501_B,1,6.612027632232718,8501,Crocosphaera watsonii WH8501,Cyanobacteria,Crocosphaera,3.711258,Crocosphaera watsonii,1102824.702567162,6.042506485460988,HILIC,-1,400,1.5,92781450,UDP-glucosamine,12030789,8120378.5,9605927.833333334,NA,1.0062587689233913,45.6370411256808,C17H27N3O17P2,17,3,775.8296991365736,136.9111233770424,712866.4531212196,164063.0812378006,0.0010883240412557994,8.34502938406948e-4,15773,1.825463879768086e-4,0.0028793041775582017
161114,8501,C,I606.0756R12.98_HILICNeg,I606.0756R12.98_HILICNeg_X_HILICNeg,8515255,8501_C,1,6.930197657986779,8501,Crocosphaera watsonii WH8501,Cyanobacteria,Crocosphaera,5.351031818,Crocosphaera watsonii,1591329.539726538,6.201760124627784,HILIC,-1,400,1.5,133775795.5,UDP-glucosamine,12030789,8120378.5,9605927.833333334,NA,1.0062587689233913,65.8523258319814,C17H27N3O17P2,17,3,1119.489539143684,197.5569774959442,613246.5412452533,133369.3709417625,0.0018255130096134873,0.0014812769686243035,22742,2.634079739634161e-4,0.0059904241438760095
161114,8501,D,I606.0756R12.98_HILICNeg,I606.0756R12.98_HILICNeg_X_HILICNeg,4757355,8501_D,1,6.677365560246595,8501,Crocosphaera watsonii WH8501,Cyanobacteria,Crocosphaera,3.515528571,Crocosphaera watsonii,1353240.317613678,6.13137492841265,HILIC,-1,400,1.5,87888214.29,UDP-glucosamine,12030789,8120378.5,9605927.833333334,NA,1.0062587689233913,55.9997285915925,C17H27N3O17P2,17,3,951.9953860570726,167.99918577477752,604378.7345706346,147516.02142890566,0.001575163604545738,0.0011388538285364725,14941,2.2399886079538272e-4,0.0033467669791438135
161114,MED4,D,I606.0756R12.98_HILICNeg,I606.0756R12.98_HILICNeg_X_HILICNeg,4450667,MED4_D,1,6.648425101478075,MED4,Prochlorococcus marinus MED4,Cyanobacteria,Prochlorococcus,0.390883343,Prochlorococcus marinus,11386177.17972188,7.056377937562374,HILIC,-1,400,1.5,2171574129,UDP-glucosamine,12030789,8120378.5,9605927.833333334,NA,1.0062587689233913,471.1822604314671,C17H27N3O17P2,17,3,8010.098427334941,1413.5467812944014,8042080.774114449,1653992.031992632,9.960231253977887e-4,8.546273222316819e-4,5428.935323,5.767270863904019e-4,0.003131014051035725
161114,MED4,E,I606.0756R12.98_HILICNeg,I606.0756R12.98_HILICNeg_X_HILICNeg,4623965,MED4_E,1,6.665014538136436,MED4,Prochlorococcus marinus MED4,Cyanobacteria,Prochlorococcus,0.346499459,Prochlorococcus marinus,13344797.170375956,7.125311977265084,HILIC,-1,400,1.5,1924996997,UDP-glucosamine,12030789,8120378.5,9605927.833333334,NA,1.0062587689233913,552.2337828130281,C17H27N3O17P2,17,3,9387.974307821478,1656.7013484390845,10389935.887522778,2189066.4808949623,9.035642192071127e-4,7.56807233995822e-4,4812.492493,6.759341491955741e-4,0.0032529280187660417
161114,MED4,F,I606.0756R12.98_HILICNeg,I606.0756R12.98_HILICNeg_X_HILICNeg,6031983,MED4_F,1,6.7804601088868175,MED4,Prochlorococcus marinus MED4,Cyanobacteria,Prochlorococcus,0.395070736,Prochlorococcus marinus,15268108.848234206,7.183785247427112,HILIC,-1,400,1.5,2194837423,UDP-glucosamine,12030789,8120378.5,9605927.833333334,NA,1.0062587689233913,631.824178218207,C17H27N3O17P2,17,3,10741.011029709518,1895.4725346546209,10197497.638423346,2147336.363253138,0.001053298702344216,8.827087209490774e-4,5487.093558,7.733527937945644e-4,0.004243459132891456
170821,1314P,A,I606.0756R12.98_HILICNeg,I606.0756R12.98_HILICNeg_X_HILICNeg,227045,1314P_A,1,5.356111942280502,1314P,Prochlorococcus marinus MIT1314,Cyanobacteria,Prochlorococcus,0.3185,Prochlorococcus marinus,712857.1428571428,5.853002505609133,HILIC,-1,400,3,1769468850,UDP-glucosamine,4498233,2718812.75,3608522.875,NA,1.0062587689233913,78.52778654922976,C17H27N3O17P2,17,3,1334.972371336906,235.5833596476893,1584896.7705309382,321534.4604395049,8.423087207690455e-4,7.32684637676692e-4,5898.2295,7.208751376507214e-5,4.2518870027080457e-4
